t(s),Flux through surface 254,Flux through surface 475,Flux through surface 268,Flux through surface 470,Flux through surface 255,Flux through surface 269,Flux through surface 471,Flux through surface 477,Flux through surface 479,Flux through surface 472,Flux through surface 473,Flux through surface 481,Flux through surface 494,Flux through surface 483,Flux through surface 499,Flux through surface 504,Flux through surface 506,Flux through surface 500,Flux through surface 501,Flux through surface 508,Flux through surface 502,Flux through surface 510,Flux through surface 552,Flux through surface 512,Maximum volume 1,Maximum volume 32,Maximum volume 31,Maximum volume 2,Maximum volume 3,Maximum volume 4,Maximum volume 5,Maximum volume 6,Maximum volume 7,Maximum volume 8,Maximum volume 9,Maximum volume 10,Maximum volume 11,Maximum volume 12,Maximum volume 13,Maximum volume 14,Maximum volume 15,Maximum volume 16,Maximum volume 17,Maximum volume 18,Maximum volume 19,Maximum volume 20,Maximum volume 21,Maximum volume 22,Maximum volume 23,Maximum volume 24,Maximum volume 25,Maximum volume 26,Maximum volume 27,Maximum volume 28,Maximum volume 29,Maximum volume 30
0,1122.257617328588,35.54008445829139,73.0517352887503,31.053740946697893,79.80286100144733,1171.5902095520182,523.7402549901599,512.9443220009427,10252.154573354475,10367.994699064455,504.9718086032864,510.5736796998633,27.30025513781077,37.68348027316561,-649.2489981473494,-639.2108774355188,81.58216953006429,80.05988048526142,1276.599383013935,1251.00033523288,85.03211180487109,86.13074348625621,-626.2885181559388,-564.0055917103451,865.4477859623527,867.881766272149,870.7590122196834,757.4406821801317,727.7967525699869,755.0937249538906,758.2879785830264,766.8974264253472,765.7272841978618,755.6606189260523,756.1802083652822,763.7768031941702,764.0651255793872,755.3266612833486,741.7074190577698,728.8779766142629,717.8691143400151,706.2125924453547,695.335562330467,686.113643930261,678.322226919259,670.8895836748341,663.5295702294723,658.106450959891,652.3627892505724,654.3599173743818,763.3222441701288,829.8772043751732,823.6485846468777,833.811605945825,858.3966443075869,779.1011588900061
