c,t
-2.193027652604008e-12,0.6341958396752917
-4.4730535991061985e-12,1.2683916793505834
-2.2356946340604404e-12,1.9025875190258752
-1.017586999856564e-12,2.536783358701167
-3.572594383488787e-13,3.1709791983764584
-1.8740228410315992e-15,3.8051750380517504
1.8670939616705027e-13,4.4393708777270415
2.840549721291628e-13,5.073566717402334
3.315352368182948e-13,5.707762557077626
3.5181891391674566e-13,6.341958396752917
3.5733408920613503e-13,6.976154236428209
3.5489773716011156e-13,7.610350076103501
3.482502727736315e-13,8.244545915778792
3.394441298084157e-13,8.878741755454083
3.29604987492533e-13,9.512937595129376
3.1934933160518917e-13,10.147133434804667
3.0901364201226165e-13,10.781329274479958
2.987802691048041e-13,11.415525114155251
2.8874661958107996e-13,12.049720953830542
2.7896321654187083e-13,12.683916793505833
2.694546600983816e-13,13.318112633181128
2.6023118782842485e-13,13.952308472856418
2.5129506363367837e-13,14.58650431253171
2.426441186329825e-13,15.220700152207002
2.3427372170930215e-13,15.854895991882293
2.261778826687999e-13,16.489091831557584
2.1834987510574215e-13,17.123287671232877
2.1078259235379945e-13,17.757483510908166
2.0982736462038328e-13,18.39167935058346
2.072590495543107e-13,19.025875190258752
2.0402989199165909e-13,19.66007102993404
2.0046194754581942e-13,20.294266869609334
1.9669265552835685e-13,20.92846270928463
1.927994181378289e-13,21.562658548959917
1.8883197531449074e-13,22.196854388635213
1.848247670986999e-13,22.831050228310502
1.8080277698845698e-13,23.465246067985795
1.7678470118426116e-13,24.099441907661085
1.7278483702678725e-13,24.733637747336378
1.6881428619441467e-13,25.367833587011667
1.6488176020710326e-13,26.00202942668696
1.6099414071170434e-13,26.636225266362256
1.5715688130806115e-13,27.270421106037542
1.5337430314677677e-13,27.904616945712835
1.4964981714603093e-13,28.538812785388128
1.4598609419958883e-13,29.17300862506342
1.4238519771466662e-13,29.807204464738707
1.3884868832738153e-13,30.441400304414003
1.3537770771477633e-13,31.075596144089292
1.3197304644738522e-13,31.709791983764585
1.2863519948467335e-13,32.34398782343988
1.2536441198115927e-13,32.97818366311517
1.221607174009671e-13,33.61237950279046
1.1902396946284165e-13,34.24657534246575
1.1595386908478054e-13,34.880771182141046
1.1294998724537123e-13,35.51496702181633
1.100117844749516e-13,36.149162861491625
1.0713862755323782e-13,36.78335870116692
1.0432980387071628e-13,37.417554540842204
1.0158453381959747e-13,38.051750380517504
9.890198152673835e-14,38.6859462201928
9.628126417014218e-14,39.32014205986808
9.372146008401822e-14,39.95433789954338
9.122161583114276e-14,40.58853373921867
8.878075238461765e-14,41.22272957889396
8.639787052007186e-14,41.85692541856926
8.407195555828841e-14,42.49112125824455
8.180198151160434e-14,43.12531709791983
7.958691471819146e-14,43.759512937595126
7.742571704001667e-14,44.393708777270426
7.531734865658813e-14,45.02790461694571
7.326077052798952e-14,45.662100456621005
7.12549465387097e-14,46.29629629629629
6.929884538736966e-14,46.93049213597159
6.739144222969944e-14,47.56468797564688
6.553172011628392e-14,48.19888381532217
6.371867124127081e-14,48.83307965499747
6.195129802404063e-14,49.467275494672755
6.022861405350998e-14,50.10147133434805
5.854964488478707e-14,50.735667174023334
5.69134287343122e-14,51.36986301369863
5.531901706240769e-14,52.00405885337392
5.376547506587078e-14,52.63825469304921
5.2251882087335043e-14,53.27245053272451
5.0777331950549156e-14,53.9066463723998
4.934093322874882e-14,54.540842212075084
4.7941809458048845e-14,55.17503805175038
4.657909929146453e-14,55.80923389142567
4.5251956613704253e-14,56.44342973110097
4.395955060733947e-14,57.077625570776256
4.270106578686137e-14,57.71182141045154
4.147570199645483e-14,58.34601725012684
4.028267437967142e-14,58.98021308980213
3.912121332232014e-14,59.61440892947741
3.799056437249836e-14,60.24860476915272
3.688998813952754e-14,60.882800608828006
3.581876017565442e-14,61.5169964485033
3.477617084252552e-14,62.151192288178585
3.376152515898032e-14,62.78538812785388
3.277414264387681e-14,63.41958396752917
