c,t
-3.903194495964747e-12,0.6341958396752917
-4.110706839539264e-12,1.2683916793505834
-1.3308739104662052e-12,1.9025875190258752
-8.682819336449559e-14,2.536783358701167
4.614407998720629e-13,3.1709791983764584
6.945756903339359e-13,3.8051750380517504
7.849630041147969e-13,4.4393708777270415
8.107962471059318e-13,5.073566717402334
8.075979804524409e-13,5.707762557077626
7.915330593517525e-13,6.341958396752917
7.699722839630021e-13,6.976154236428209
7.462847204054727e-13,7.610350076103501
7.220143829564446e-13,8.244545915778792
6.978702317226658e-13,8.878741755454083
6.80156771848979e-13,9.512937595129376
6.70679359811018e-13,10.147133434804667
6.581787007805395e-13,10.781329274479958
6.446102763077722e-13,11.415525114155251
6.305267241528192e-13,12.049720953830542
6.161994945246833e-13,12.683916793505833
6.017894068469627e-13,13.318112633181128
5.874010558362239e-13,13.952308472856418
5.731062356564462e-13,14.58650431253171
5.589558936667143e-13,15.220700152207002
5.449869280795377e-13,15.854895991882293
5.312263544154873e-13,16.489091831557584
5.176940052326979e-13,17.123287671232877
5.044043571227482e-13,17.757483510908166
4.91367811332024e-13,18.39167935058346
4.785916177211162e-13,19.025875190258752
4.660805578222486e-13,19.66007102993404
4.5383746012447386e-13,20.294266869609334
4.4186359560342393e-13,20.92846270928463
4.3015898580375713e-13,21.562658548959917
4.187226458266102e-13,22.196854388635213
4.075527780733749e-13,22.831050228310502
3.9664692816044353e-13,23.465246067985795
3.8600211141555236e-13,24.099441907661085
3.7561491621723447e-13,24.733637747336378
3.6548158896843444e-13,25.367833587011667
3.5559810428459285e-13,26.00202942668696
3.459602233180336e-13,26.636225266362256
3.365635423306721e-13,27.270421106037542
3.274035333496109e-13,27.904616945712835
3.1847557827165547e-13,28.538812785388128
3.0977499750285847e-13,29.17300862506342
3.0129707411103006e-13,29.807204464738707
2.930370741715698e-13,30.441400304414003
2.8499026392889547e-13,31.075596144089292
2.7715192429266135e-13,31.709791983764585
2.695173630161579e-13,32.34398782343988
2.6208192499650733e-13,32.97818366311517
2.548410008856552e-13,33.61237950279046
2.477900343006822e-13,34.24657534246575
2.4092452784863477e-13,34.880771182141046
2.34240048086529e-13,35.51496702181633
2.2773222961265283e-13,36.149162861491625
2.213967783655765e-13,36.78335870116692
2.1522947429091033e-13,37.417554540842204
2.0922617340171376e-13,38.051750380517504
2.0338280936843612e-13,38.6859462201928
1.9769539465993686e-13,39.32014205986808
1.9216002132419033e-13,39.95433789954338
1.8677286144929547e-13,40.58853373921867
1.8153016733242105e-13,41.22272957889396
1.7642827142325788e-13,41.85692541856926
1.714635860390917e-13,42.49112125824455
1.666326029323595e-13,43.12531709791983
1.6193189266322226e-13,43.759512937595126
1.5735810387926739e-13,44.393708777270426
1.5290796244593504e-13,45.02790461694571
1.4857827051037173e-13,45.662100456621005
1.4436590546673516e-13,46.29629629629629
1.4026781885664672e-13,46.93049213597159
1.3628103521236698e-13,47.56468797564688
1.3240265085630418e-13,48.19888381532217
1.2862983266479458e-13,48.83307965499747
1.2495981678945732e-13,49.467275494672755
1.2138990737056974e-13,50.10147133434805
1.1791747522118996e-13,50.735667174023334
1.1453995651248806e-13,51.36986301369863
1.1125485143846749e-13,52.00405885337392
1.0805972289185974e-13,52.63825469304921
1.0495219512708949e-13,53.27245053272451
1.0192995243989903e-13,53.9066463723998
9.89907378473751e-14,54.540842212075084
9.61323517757946e-14,55.17503805175038
9.33526507700883e-14,55.80923389142567
9.064954620269553e-14,56.44342973110097
8.802100300475493e-14,57.077625570776256
8.546503842179705e-14,57.71182141045154
8.297972077206865e-14,58.34601725012684
8.056316822893584e-14,58.98021308980213
7.821354762973264e-14,59.61440892947741
7.59290732925925e-14,60.24860476915272
7.370800586581591e-14,60.882800608828006
7.154865118792834e-14,61.5169964485033
6.944935917581288e-14,62.151192288178585
6.740852273526346e-14,62.78538812785388
6.54245766829483e-14,63.41958396752917
