c,t
-2.962816258212419e-13,0.6341958396752917
-4.213261758632204e-12,1.2683916793505834
-2.631049042457899e-12,1.9025875190258752
-1.6163420453176675e-12,2.536783358701167
-9.66772188119712e-13,3.1709791983764584
-5.515115017422128e-13,3.8051750380517504
-2.8670751355249476e-13,4.4393708777270415
-1.1855452500084735e-13,5.073566717402334
-1.2496856296309265e-14,5.707762557077626
5.3672553126569275e-14,6.341958396752917
9.42319981636293e-14,6.976154236428209
1.183653610921416e-13,7.610350076103501
1.3198145328964856e-13,8.244545915778792
1.3888267102328237e-13,8.878741755454083
1.4151610861577158e-13,9.512937595129376
1.4145653721122812e-13,10.147133434804667
1.397170942806674e-13,10.781329274479958
1.3694921572229963e-13,11.415525114155251
1.3357133723123243e-13,12.049720953830542
1.2985176872365988e-13,12.683916793505833
1.25962075536503e-13,13.318112633181128
1.2201147249871907e-13,13.952308472856418
1.1806899075060432e-13,14.58650431253171
1.1417776822436297e-13,15.220700152207002
1.1036426499721519e-13,15.854895991882293
1.0664420755763961e-13,16.489091831557584
1.030264241490737e-13,17.123287671232877
9.951532003178371e-14,17.757483510908166
9.611247536903296e-14,18.39167935058346
9.281767692819677e-14,19.025875190258752
8.962958430250975e-14,19.66007102993404
8.654616010888953e-14,20.294266869609334
8.356494773493422e-14,20.92846270928463
8.068325053266387e-14,21.562658548959917
7.78982473118751e-14,22.196854388635213
7.52070665947808e-14,22.831050228310502
7.260683420253224e-14,23.465246067985795
7.009470353623887e-14,24.099441907661085
6.766787465500052e-14,24.733637747336378
6.532360607659896e-14,25.367833587011667
6.305922185221733e-14,26.00202942668696
6.087211555980605e-14,26.636225266362256
5.87597523027869e-14,27.270421106037542
5.671966939815301e-14,27.904616945712835
5.4749476216104273e-14,28.538812785388128
5.284685346652075e-14,29.17300862506342
5.1009552121442316e-14,29.807204464738707
4.9235392111029967e-14,30.441400304414003
4.752226086704907e-14,31.075596144089292
4.586811177835138e-14,31.709791983764585
4.4270962591205804e-14,32.34398782343988
4.2728893780711116e-14,32.97818366311517
4.124004691350703e-14,33.61237950279046
3.980262301023104e-14,34.24657534246575
3.841488091914634e-14,34.880771182141046
3.707513570498413e-14,35.51496702181633
3.5781757059077464e-14,36.149162861491625
3.468783372208236e-14,36.78335870116692
3.360879451108627e-14,37.417554540842204
3.2547127721569736e-14,38.051750380517504
3.151090403951443e-14,38.6859462201928
3.0502625742164104e-14,39.32014205986808
2.952313986332341e-14,39.95433789954338
2.857258943038101e-14,40.58853373921867
2.7650759564793248e-14,41.22272957889396
2.6757233689199624e-14,41.85692541856926
2.5891474656427312e-14,42.49112125824455
2.5052871276053327e-14,43.12531709791983
2.42407669977735e-14,43.759512937595126
2.3454478564549328e-14,44.393708777270426
2.2693308626670377e-14,45.02790461694571
2.1956554521311138e-14,45.662100456621005
2.1243514507288385e-14,46.29629629629629
2.0553492253323016e-14,46.93049213597159
1.9885800095281873e-14,47.56468797564688
1.9239761403247965e-14,48.19888381532217
1.8614712294652274e-14,48.83307965499747
1.8010002861825443e-14,49.467275494672755
1.742499803138809e-14,50.10147133434805
1.6859078142480733e-14,50.735667174023334
1.6311639311259933e-14,51.36986301369863
1.5782093627081994e-14,52.00405885337392
1.526986922127997e-14,52.63825469304921
1.4774410232624303e-14,53.27245053272451
1.429517669693131e-14,53.9066463723998
1.3831644372510962e-14,54.540842212075084
1.3383304519857767e-14,55.17503805175038
1.2949663643635125e-14,55.80923389142567
1.2530243206334537e-14,56.44342973110097
1.2124579320796262e-14,57.077625570776256
1.1732222426866346e-14,57.71182141045154
1.135273695688853e-14,58.34601725012684
1.098570099360628e-14,58.98021308980213
1.0630705923589002e-14,59.61440892947741
1.0287356087815143e-14,60.24860476915272
9.95526843271037e-15,60.882800608828006
9.634072162968002e-15,61.5169964485033
9.323408396113896e-15,62.151192288178585
9.022929821304061e-15,62.78538812785388
8.73230036296086e-15,63.41958396752917
