t(s),Maximum volume 3,Maximum volume 4,Maximum volume 5,Maximum volume 6,Maximum volume 7,Maximum volume 8,Maximum volume 9,Maximum volume 10,Maximum volume 11,Maximum volume 12,Maximum volume 13,Maximum volume 14,Maximum volume 15,Maximum volume 16,Maximum volume 17,Maximum volume 18,Maximum volume 19,Maximum volume 20,Maximum volume 21,Maximum volume 22,Maximum volume 23,Maximum volume 24,Maximum volume 25,Maximum volume 26,Maximum volume 27,Maximum volume 2,Maximum volume 29,Maximum volume 28,Maximum volume 1
0,623.1531136466239,723.037246820178,723.082683954113,723.1318435575142,723.1496522895978,723.1496557922303,707.3464116855058,715.7387946264689,720.4694618737791,722.1234712405552,722.8240944842499,723.0499183107755,723.1188682423822,723.1414608280068,723.1478390334012,723.1493738857231,723.1496557922303,723.1496293560404,723.148912568602,723.1452990545139,786.9081469311873,786.5516845879272,774.677961054692,806.6032608902885,703.174889136531,723.0725938428419,723.1496348880049,723.1496289714619,813.3768411403705
