c,t
0.0,1.2049720953830543
0.0,2.4099441907661086
0.0,3.614916286149163
0.0,4.819888381532217
0.0,6.024860476915272
0.0,7.229832572298326
0.0,8.43480466768138
0.0,9.639776763064434
0.0,10.844748858447488
0.0,12.049720953830544
0.0,13.254693049213596
0.0,14.459665144596652
0.0,15.664637239979704
0.0,16.86960933536276
0.0,18.074581430745816
0.0,19.27955352612887
0.0,20.48452562151192
0.0,21.689497716894977
0.0,22.894469812278032
0.0,24.099441907661088
0.0,25.30441400304414
0.0,26.509386098427193
0.0,27.71435819381025
0.0,28.919330289193304
0.0,30.124302384576357
0.0,31.32927447995941
0.0,32.534246575342465
0.0,33.73921867072552
0.0,34.944190766108576
0.0,36.14916286149163
2.192423494827403e-13,37.35413495687469
3.645836071479065e-13,38.55910705225774
4.752482255290432e-13,39.76407914764079
5.636580666311212e-13,40.96905124302384
6.355086668699725e-13,42.1740233384069
6.942074535461665e-13,43.37899543378995
7.42081493322774e-13,44.58396752917301
7.808501777943405e-13,45.788939624556065
8.118506509040179e-13,46.99391171993911
8.361601032006564e-13,48.198883815322176
8.546685147409289e-13,49.40385591070522
8.681250431594963e-13,50.60882800608828
8.771692679614197e-13,51.81380010147133
8.823531845783687e-13,53.018772196854385
8.841572598742173e-13,54.22374429223745
8.830025139220794e-13,55.4287163876205
8.792598478027803e-13,56.63368848300355
8.732574043102105e-13,57.83866057838661
8.652864862814748e-13,59.043632673769665
8.556063926912582e-13,60.24860476915271
