c,t
0.0,1.2049720953830543
0.0,2.4099441907661086
0.0,3.614916286149163
4.700359508454296e-13,4.819888381532217
4.178436629858359e-12,6.024860476915272
6.555103545584529e-12,7.229832572298326
8.392982771927155e-12,8.43480466768138
9.868503283973619e-12,9.639776763064434
1.1069607838116984e-11,10.844748858447488
1.2050948038373436e-11,12.049720953830544
1.2850597798049344e-11,13.254693049213596
1.3497017274693082e-11,14.459665144596652
1.401250325623314e-11,15.664637239979704
1.4415106706103715e-11,16.86960933536276
1.4719792300862667e-11,18.074581430745816
1.493918695532019e-11,19.27955352612887
1.5084088849275294e-11,20.48452562151192
1.516382854724123e-11,21.689497716894977
1.5186534296712485e-11,22.894469812278032
1.5159332711469604e-11,24.099441907661088
1.5088504376413193e-11,25.30441400304414
1.497960707070551e-11,26.509386098427193
1.483757513114351e-11,27.71435819381025
1.4666800838465712e-11,28.919330289193304
1.4471201989075363e-11,30.124302384576357
1.4254278662895533e-11,31.32927447995941
1.4019161408298967e-11,32.534246575342465
1.3768652511827116e-11,33.73921867072552
1.3505261625357203e-11,34.944190766108576
1.3231236736300287e-11,36.14916286149163
1.2948591254453577e-11,37.35413495687469
1.265912783032061e-11,38.55910705225774
1.2364459399110809e-11,39.76407914764079
1.2066027851888369e-11,40.96905124302384
1.1765120663190926e-11,42.1740233384069
1.1462885747696028e-11,43.37899543378995
1.1160344773435612e-11,44.58396752917301
1.0858405122905195e-11,45.788939624556065
1.0557870664160567e-11,46.99391171993911
1.025945147012522e-11,48.198883815322176
9.96377260470202e-12,49.40385591070522
9.671382078020096e-12,50.60882800608828
9.382758059581408e-12,51.81380010147133
9.098315426679415e-12,53.018772196854385
8.818411715837167e-12,54.22374429223745
8.543352536832697e-12,55.4287163876205
8.273396501890492e-12,56.63368848300355
8.00875971661511e-12,57.83866057838661
7.749619874062246e-12,59.043632673769665
7.496119988851047e-12,60.24860476915271
