c,t
-3.903194495964747e-12,0.6341958396752917
-4.110706839539264e-12,1.2683916793505834
-1.3308739104662052e-12,1.9025875190258752
-8.682819336449559e-14,2.536783358701167
4.614407998720629e-13,3.1709791983764584
6.945756903339359e-13,3.8051750380517504
7.849630041147969e-13,4.4393708777270415
8.107962471059318e-13,5.073566717402334
8.075979804524409e-13,5.707762557077626
7.915330593517525e-13,6.341958396752917
7.699722839630021e-13,6.976154236428209
7.462847204054727e-13,7.610350076103501
7.220143829564446e-13,8.244545915778792
6.978702317226658e-13,8.878741755454083
6.742191374414432e-13,9.512937595129376
6.512203859665448e-13,10.147133434804667
6.28858570740794e-13,10.781329274479958
6.071702427978736e-13,11.415525114155251
5.861630407960593e-13,12.049720953830542
5.658327851553893e-13,12.683916793505833
5.461692677056618e-13,13.318112633181128
5.271589605694137e-13,13.952308472856418
5.087864218188232e-13,14.58650431253171
4.910350870801292e-13,15.220700152207002
4.738877513403194e-13,15.854895991882293
4.573268833650094e-13,16.489091831557584
4.4133484265342626e-13,17.123287671232877
4.2589403502905467e-13,17.757483510908166
4.1098702688671244e-13,18.39167935058346
3.9659662991529367e-13,19.025875190258752
3.8270596397724096e-13,19.66007102993404
3.6929850324368335e-13,20.294266869609334
3.5635810946826883e-13,20.92846270928463
3.43869055106961e-13,21.562658548959917
3.3181603855242115e-13,22.196854388635213
3.201841930815572e-13,22.831050228310502
3.089590909456834e-13,23.465246067985795
2.9812674359446914e-13,24.099441907661085
2.876735989543152e-13,24.733637747336378
2.775865363509379e-13,25.367833587011667
2.678528596930376e-13,26.00202942668696
2.5846028932865496e-13,26.636225266362256
2.4939695289529783e-13,27.270421106037542
2.406513754762517e-13,27.904616945712835
2.322124692568456e-13,28.538812785388128
2.240695228756561e-13,29.17300862506342
2.1621219059414774e-13,29.807204464738707
2.0863048140388888e-13,30.441400304414003
2.0131474814888542e-13,31.075596144089292
1.9425567674362486e-13,31.709791983764585
1.8744427552258044e-13,32.34398782343988
1.8087186478562232e-13,32.97818366311517
1.7453006653192186e-13,33.61237950279046
1.6841079443073838e-13,34.24657534246575
1.625062440538611e-13,34.880771182141046
1.5680888334425372e-13,35.51496702181633
1.513114433805751e-13,36.149162861491625
1.460069093659148e-13,36.78335870116692
1.4088851192777698e-13,37.417554540842204
1.3594971866644994e-13,38.051750380517504
1.311842259633473e-13,38.6859462201928
1.2658595107406333e-13,39.32014205986808
1.2214902444988307e-13,39.95433789954338
1.178677823475224e-13,40.58853373921867
1.1373675963626354e-13,41.22272957889396
1.0975068290167548e-13,41.85692541856926
1.0590446373612731e-13,42.49112125824455
1.0219319229071325e-13,43.12531709791983
9.861213101474167e-14,43.759512937595126
9.515670865209427e-14,44.393708777270426
9.182251439709844e-14,45.02790461694571
8.860529228330834e-14,45.662100456621005
8.550093577510138e-14,46.29629629629629
8.250548249705943e-14,46.93049213597159
7.96151092062885e-14,47.56468797564688
7.682612690971452e-14,48.19888381532217
7.413497614054213e-14,48.83307965499747
7.153822242998567e-14,49.467275494672755
6.903255191190983e-14,50.10147133434805
6.66147670904752e-14,50.735667174023334
6.428178276094622e-14,51.36986301369863
6.203062206769136e-14,52.00405885337392
5.985841268863016e-14,52.63825469304921
5.776238318113018e-14,53.27245053272451
5.573985942863089e-14,53.9066463723998
5.3788261231044473e-14,54.540842212075084
5.1905098995225147e-14,55.17503805175038
5.0087970567200896e-14,55.80923389142567
4.8334558153467797e-14,56.44342973110097
4.6642625357329616e-14,57.077625570776256
4.501001432057421e-14,57.71182141045154
4.343464297262721e-14,58.34601725012684
4.191450235459004e-14,58.98021308980213
4.044765406335273e-14,59.61440892947741
3.90322277709242e-14,60.24860476915272
3.7666418825090806e-14,60.882800608828006
3.6348485955963063e-14,61.5169964485033
3.507674903803151e-14,62.151192288178585
3.3849586945001155e-14,62.78538812785388
3.26654354832573e-14,63.41958396752917
